char,sim
菬,"['菭', '𦼥', '渃', '𡪦', '萿', '𣹓', '𤀞', '潴', '落', '諸', '擆', '褚', '渚', '𣗓', '菏', '𢱗', '萡', '諾', '𦵜', '禇']"
菭,"['菬', '𣹓', '渃', '𡪦', '落', '𦼥', '褚', '諸', '擆', '渚', '𣼯', '𤠂', '禇', '𤀞', '𧄈', '搘', '堵', '𤞼', '墸', '萿']"
菮,"['蔑', '萸', '廣', '葨', '萭', '莄', '菄', '荑', '癀', '莮', '萰', '𢠦', '蕆', '度', '藏', '莫', '蓆', '茰', '𡃙', '葳']"
華,"['崋', '蓽', '茟', '嘩', '鞾', '曅', '𦘒', '聿', '丵', '革', '韡', '莘', '芈', '譁', '驊', '羋', '罼', '蕇', '曄', '峷']"
菰,"['荪', '蓏', '箛', '菸', '旈', '𦷬', '捇', '兢', '茫', '梳', '𦵠', '苽', '𢯥', '菥', '筇', '拻', '蒓', '蔴', '萩', '抏']"
菱,"['䈊', '芰', '窦', '蒌', '茇', '夌', '葁', '蓌', '葵', '菉', '萎', '荑', '萲', '芟', '荾', '羑', '羐', '茣', '薆', '蔉']"
菲,"['韮', '霏', '聿', '丰', '羋', '𦘒', '苇', '芈', '韭', '茟', '辛', '非', '亊', '苹', '靟', '串', '輩', '茁', '辈', '𦵷']"
菳,"['蓥', '崟', '銺', '耊', '鏊', '錖', '峑', '錃', '鋆', '鋈', '鉴', '鈭', '峚', '錅', '銞', '鎣', '鎜', '葢', '簊', '篕']"
菴,"['蕃', '惹', '舊', '窀', '罨', '審', '巷', '著', '苞', '奄', '篝', '菤', '雚', '𢲣', '𦷾', '𦼔', '荐', '奪', '窘', '卷']"
菵,"['蔐', '蔄', '葡', '薾', '蔏', '𦹣', '蔅', '蔺', '𦼠', '謫', '蒏', '繭', '莦', '萳', '萷', '蓎', '蒚', '葋', '莆', '朚']"
菶,"['𩃳', '蓁', '莑', '萃', '拲', '摹', '蓑', '韋', '幕', '筹', '奉', '莾', '牽', '举', '葦', '牶', '葵', '莘', '幸', '蕘']"
菷,"['𦷾', '蔫', '燾', '壽', '荨', '葺', '蕢', '䔅', '萗', '舊', '蕞', '常', '幕', '蒂', '蕈', '籌', '蕁', '袁', '葚', '薏']"
菸,"['菽', '蔟', '苽', '𦰦', '兢', '𦵠', '蒺', '𧁺', '捇', '亵', '莢', '族', '蔚', '𦼟', '荪', '莰', '蔣', '葴', '蓩', '蔆']"
菹,"['疽', '洧', '蒲', '葅', '湔', '湆', '淯', '菏', '消', '滿', '洎', '萡', '𤵖', '渚', '𤀞', '㳻', '箔', '𤀚', '湳', '蓢']"
菺,"['葿', '蒨', '茩', '𠅻', '莦', '𦶀', '殯', '宥', '篟', '菎', '蔳', '蔚', '肴', '蓢', '䒡', '蓿', '睛', '荱', '荀', '莨']"
菻,"['栜', '𢪮', '楝', '梾', '栋', '梀', '𡑓', '枺', '𢵳', '惏', '𢯦', '𦽔', '棶', '麻', '茠', '𥟈', '蔴', '森', '𡉿', '林']"
菼,"['苂', '猋', '奕', '葖', '筴', '莢', '炗', '蒵', '𤆯', '葵', '袌', '羐', '荧', '突', '衮', '荾', '粂', '裘', '蓘', '亵']"
菽,"['𦰦', '𦳙', '寂', '蘞', '蓛', '𦳦', '菆', '救', '菸', '䔩', '𦬻', '𧀒', '敇', '荍', '莰', '𡋃', '菠', '𢵭', '庋', '萩']"
菾,"['素', '荞', '藜', '索', '荣', '蓁', '慕', '恭', '苿', '菉', '蒸', '亲', '秦', '萊', '袠', '槖', '葇', '蓘', '茦', '蒃']"
菿,"['箌', '蓶', '藰', '崶', '蓈', '蔲', '嶉', '萴', '茿', '誸', '稑', '葂', '襚', '臷', '莿', '檖', '峲', '嵸', '嶈', '傞']"
萀,"['虎', '箎', '篪', '麂', '䴟', '薦', '萖', '虒', '苨', '菧', '虠', '虡', '庹', '莀', '鹿', '蒑', '彪', '麑', '荱', '虝']"
萁,"['其', '箕', '茸', '葚', '𠀫', '莫', '蕢', '茣', '菷', '墳', '蕞', '葺', '𦼔', '賁', '𦷾', '責', '冀', '萈', '貞', '蒉']"
萂,"['菋', '蕱', '蔝', '𥑶', '栉', '茠', '穑', '莿', '秸', '莭', '莉', '硈', '裿', '襔', '菊', '碚', '萟', '褅', '𦷬', '峲']"
萃,"['荦', '莘', '𦰤', '葦', '苹', '崒', '䒜', '萆', '𦮴', '苸', '𦱊', '韋', '𦬶', '宰', '荤', '率', '牽', '幸', '箤', '𡨧']"
萄,"['苟', '蕃', '蓖', '葛', '荀', '舊', '蓠', '苛', '蔔', '𦭪', '蔛', '蓆', '葡', '蓐', '蕷', '𢉩', '莴', '莤', '薺', '蓿']"
萅,"['葍', '蒈', '莦', '旾', '啻', '常', '𦷾', '藠', '壱', '雸', '苞', '蕌', '甞', '乽', '瞢', '菪', '薡', '巷', '蓇', '嶜']"
萆,"['草', '荦', '葦', '韋', '萃', '莘', '䒜', '𦰤', '葷', '蕇', '諱', '𦬶', '荤', '𦱊', '莓', '章', '辜', '𦮴', '蔁', '蓴']"
萇,"['荑', '莨', '茣', '窦', '蕞', '羑', '蒦', '莫', '差', '芰', '寞', '羐', '羮', '葵', '菉', '葁', '蔉', '崀', '𡎤', '箕']"
萈,"['莧', '寬', '覚', '崱', '貞', '𡻗', '𥈿', '𧅫', '薡', '蕞', '𧹦', '嗩', '項', '嵿', '賁', '真', '蒠', '寛', '寘', '𠅳']"
萉,"['葩', '𡀥', '𢐝', '𤷂', '𦛿', '俷', '肥', '庇', '𦰢', '茈', '蓢', '皑', '𦚗', '𥇀', '𨻫', '庛', '甩', '睹', '𢲣', '詎']"
萊,"['莱', '荣', '蒺', '萰', '茦', '𢵭', '莍', '茮', '荥', '茱', '莯', '莢', '箂', '汬', '菉', '菸', '来', '棻', '某', '茉']"
萋,"['蔞', '葁', '簍', '寠', '蒦', '婁', '窦', '妻', '茣', '蓃', '羮', '蓑', '薆', '芰', '荽', '寞', '蔓', '荑', '葽', '蒌']"
萌,"['荫', '萠', '蕳', '葫', '蓢', '莆', '葋', '蒴', '蕑', '莭', '菛', '崩', '菏', '苚', '荕', '𦼠', '𥯋', '菹', '荀', '谪']"
萍,"['淬', '滓', '滢', '率', '㳯', '荦', '洚', '浶', '𦹻', '漳', '浑', '溄', '蔣', '谇', '蒋', '庠', '弈', '洠', '苹', '𦮴']"
萎,"['蒌', '葁', '菱', '崣', '菨', '荠', '窦', '菉', '葵', '荽', '篓', '姜', '妾', '妻', '茇', '羑', '萋', '芟', '羮', '蓼']"
萏,"['菪', '蒈', '莦', '茗', '著', '萕', '蓞', '茞', '薺', '苞', '若', '苟', '䔲', '窞', '蓿', '蕦', '萄', '嶜', '苕', '𦭪']"
萐,"['箑', '薘', '寁', '蓵', '雚', '蒦', '萣', '嶻', '熭', '谨', '莡', '蓫', '𨆟', '逹', '萇', '𦲒', '蔲', '荱', '莞', '萑']"
萑,"['隺', '雚', '雈', '寉', '𦲒', '荏', '𦾣', '蓷', '薤', '霍', '薙', '羞', '𦹻', '蒮', '庠', '蓗', '萐', '厓', '窪', '摧']"
萒,"['茺', '莞', '蓘', '𦼟', '蒄', '蒬', '菤', '蔉', '篜', '莃', '藔', '慈', '蔲', '箓', '蓫', '窸', '蔡', '萣', '竂', '宪']"
萓,"['萱', '𦬹', '宣', '菅', '茞', '苢', '营', '笡', '喧', '萯', '莦', '葺', '蒖', '寘', '蓇', '苣', '茸', '荁', '菪', '𠶗']"
萔,"['葀', '楉', '擆', '埢', '捂', '揢', '墸', '禇', '搘', '掿', '𢰥', '犈', '𢱗', '櫡', '㨳', '簎', '棬', '摇', '裷', '锩']"
萕,"['著', '若', '菪', '䔲', '葊', '莕', '蓍', '蓉', '薺', '蕃', '惹', '箸', '𦼔', '蓿', '墸', '蔉', '𦰠', '巷', '菉', '莞']"
萖,"['蔸', '萞', '菎', '荱', '苠', '蒄', '莌', '尭', '莞', '苨', '蒬', '蔅', '兢', '苊', '売', '蔲', '蕮', '峞', '蓎', '茪']"
萗,"['菉', '萦', '萘', '宗', '荒', '𡹞', '烹', '莞', '崇', '𦼔', '菷', '荸', '𦷾', '蔫', '袁', '菪', '荣', '槖', '掌', '窦']"
萘,"['萗', '𦼔', '菉', '葇', '奈', '棻', '萦', '荠', '蓁', '𥮎', '絭', '茺', '簝', '筿', '蔡', '筞', '葵', '蒸', '蔉', '案']"
萙,"['枕', '埖', '衴', '椛', '栊', '艽', '𣓋', '𦮲', '栳', '柁', '芤', '茿', '花', '𢯘', '𣑁', '硭', '茏', '芘', '𥒃', '茪']"
萚,"['𢴉', '撁', '蒋', '蓩', '挥', '蔣', '捹', '葑', '摔', '搖', '蕟', '𢲟', '𥱮', '瑋', '㙤', '擭', '𦵠', '蓀', '𦾣', '𢱨']"
萛,"['莧', '賫', '蕞', '覚', '菒', '墳', '箕', '瓽', '莫', '賁', '寬', '萁', '愺', '𥴚', '萯', '萈', '常', '璋', '葲', '茛']"
萜,"['蒒', '葥', '莭', '萷', '諦', '褅', '襔', '荋', '喆', '碚', '硈', '碋', '穑', '樠', '茚', '碲', '碏', '萂', '謧', '蔀']"
萝,"['夢', '荄', '箩', '夣', '𦲿', '茤', '芗', '𦵘', '穸', '荽', '𠹽', '嘜', '岁', '蓼', '哕', '荸', '𣟃', '芟', '菨', '萼']"
萞,"['菎', '萖', '藣', '荱', '蔸', '蓢', '蔅', '蒄', '芘', '莻', '窤', '崺', '苞', '蕷', '苨', '葫', '蔄', '喸', '蒊', '蓎']"
萟,"['蕛', '𦷬', '赥', '蓺', '裱', '蔋', '兢', '菞', '檥', '蔙', '𦼟', '蓛', '榬', '菸', '莸', '袂', '薐', '菽', '秇', '櫗']"
萠,"['萌', '葋', '荫', '蓢', '莭', '蔄', '葫', '蓈', '崩', '奟', '蕑', '萷', '朚', '𥯋', '𦰢', '菔', '葅', '蔅', '莇', '蔸']"
萡,"['箔', '猎', '疳', '𤠂', '菹', '湆', '菃', '蕕', '𤟂', '菏', '𤵖', '菭', '𤞺', '疽', '揗', '渚', '菬', '渞', '𤣡', '猺']"
萢,"['薃', '蕕', '筂', '獦', '蔸', '菏', '菃', '裷', '獖', '菢', '洈', '瘄', '笵', '蕏', '萿', '范', '渮', '禇', '湻', '痐']"
萣,"['莡', '莞', '蔲', '箓', '蒄', '瓽', '蓫', '莁', '莚', '滢', '筵', '寏', '蓌', '蔻', '変', '蒬', '熭', '完', '蔉', '寞']"
萤,"['蛍', '蝁', '茧', '蚉', '窋', '萣', '滢', '壺', '莺', '蚩', '菙', '莁', '茔', '蜜', '蔃', '甍', '蒄', '荸', '葚', '壼']"
营,"['菅', '萱', '宮', '莒', '菪', '苢', '啻', '蒿', '荳', '窨', '萓', '菩', '莺', '害', '宕', '葺', '萻', '窞', '苣', '窝']"
萦,"['萗', '筿', '蓘', '蔉', '蔡', '岽', '藔', '宗', '察', '索', '蓀', '蓉', '萘', '菉', '莞', '萒', '茮', '牽', '縈', '筞']"
萧,"['箫', '簘', '肃', '蕛', '啸', '潇', '蕭', '蕉', '禚', '羛', '諒', '穣', '薕', '襪', '霈', '葆', '𦹱', '蒜', '萰', '蔴']"
萨,"['𦰟', '蔀', '蓆', '蓐', '蔣', '慌', '蔕', '蕷', '蒂', '蒄', '薩', '蔭', '蔟', '萄', '諾', '𢊫', '蘑', '𦼠', '庤', '茜']"
萩,"['裌', '菽', '𢵭', '梾', '𦷬', '菸', '𤉜', '欬', '𢜞', '榇', '荻', '烣', '秾', '菰', '恢', '莯', '赥', '萊', '蔴', '荧']"
萪,"['嵙', '稦', '褘', '禕', '䘹', '窲', '樥', '嶈', '𣒲', '荈', '榟', '梓', '蕛', '峲', '蓒', '祽', '稕', '捽', '萍', '𣖢']"
萫,"['𥧎', '眷', '蕃', '莕', '暮', '窘', '著', '奢', '睿', '茖', '審', '朞', '巷', '萕', '幕', '菪', '荐', '卷', '昋', '若']"
萬,"['萭', '冓', '寓', '尃', '蒪', '蓎', '薡', '蓠', '𦷾', '苒', '蕇', '薄', '𦵷', '寅', '㗕', '蔩', '莆', '蓆', '蓴', '蒚']"
萭,"['萬', '蔩', '蔑', '菮', '葨', '黄', '黃', '莮', '菄', '荑', '萸', '莄', '冓', '蓆', '蓠', '甍', '蓐', '黉', '莫', '茜']"
萮,"['窬', '蓊', '嵛', '莕', '蕎', '著', '薟', '萄', '耇', '苟', '蕃', '𦰠', '茖', '菪', '茩', '蒼', '碕', '𥰄', '奢', '審']"
萯,"['篢', '蒖', '窴', '賓', '賨', '賌', '蒷', '薲', '貣', '寊', '箿', '賫', '蔶', '蓂', '寘', '薋', '賁', '瓽', '簤', '巔']"
萰,"['枽', '茦', '棄', '桒', '藂', '苐', '崬', '蒬', '菄', '萊', '葲', '誎', '箂', '蔑', '策', '荣', '菮', '蔌', '某', '蔉']"
萱,"['菅', '萓', '营', '荳', '萻', '宣', '菪', '蒿', '荁', '𦬹', '莺', '菩', '葺', '窨', '苢', '苣', '蕡', '寘', '薲', '壹']"
萲,"['羑', '妾', '蓌', '菱', '菨', '薆', '蒵', '蒌', '羐', '葁', '荾', '蔉', '蒫', '茇', '姜', '菚', '芰', '袲', '窦', '葵']"
萳,"['南', '諵', '菵', '苚', '莆', '𦼠', '审', '蔄', '葡', '𦺓', '蔐', '薾', '蘭', '甫', '蔺', '谪', '蓆', '黼', '𩄑', '芮']"
萴,"['萷', '禛', '幩', '磌', '偂', '碽', '葥', '前', '碏', '傰', '歵', '谫', '莭', '蓈', '幊', '諒', '橨', '墤', '墴', '頏']"
萵,"['苘', '啬', '卨', '茼', '窩', '啇', '謫', '髙', '嘀', '嗃', '谪', '离', '竒', '蔄', '咼', '崗', '蒚', '莆', '蕳', '高']"
萶,"['箺', '春', '砉', '着', '惷', '朞', '窘', '莙', '舂', '卷', '萫', '筹', '碁', '寿', '睿', '看', '眷', '鯗', '焘', '幕']"
萷,"['萴', '葥', '蔄', '莭', '前', '碏', '莳', '菛', '菏', '葡', '谪', '蔺', '茚', '葫', '蕑', '蓢', '渮', '䒡', '葪', '荫']"
萸,"['菮', '莫', '葨', '蔑', '荑', '菄', '萁', '蓃', '䕱', '茛', '蕞', '萖', '萭', '葴', '璜', '蕆', '蓆', '葫', '黃', '莨']"
萹,"['藊', '蕭', '篇', '諒', '常', '簫', '僃', '𢊑', '蕞', '霈', '簘', '𦷾', '蓆', '𤀐', '蘾', '煎', '崱', '誦', '甯', '蒍']"
萺,"['莦', '窅', '萅', '蕌', '蒷', '蒈', '甞', '宵', '瞢', '葍', '嘗', '萓', '菅', '喧', '蓇', '賨', '苩', '峕', '眘', '旾']"
萻,"['菩', '菪', '瞢', '䓊', '蕡', '䔅', '窨', '萱', '蒿', '菁', '菅', '薯', '蓍', '葺', '著', '害', '箸', '善', '蓇', '葍']"
萼,"['葶', '蔫', '荸', '蒡', '菪', '薯', '薴', '䓊', '藼', '莺', '菁', '薏', '菷', '𦷾', '害', '蕡', '著', '芎', '蕚', '菩']"
落,"['蒋', '𣵰', '𤃥', '洛', '𣽊', '菭', '𣹓', '𢣅', '蕗', '𤀞', '溚', '𦹷', '𡪦', '莈', '淳', '𦵠', '蔣', '诺', '溶', '悋']"
萾,"['藍', '藎', '蘆', '盛', '葐', '𡺦', '藴', '盎', '𥍍', '榼', '蕋', '盡', '盍', '蘾', '蓝', '蓋', '𡽾', '蒸', '盖', '嗑']"
萿,"['蕏', '禇', '葀', '裷', '擆', '菬', '琽', '菭', '𦼥', '菃', '墸', '渃', '豬', '𤀞', '𡪦', '褚', '渚', '瀦', '猪', '潴']"
葀,"['萔', '擆', '禇', '楉', '掿', '𢱗', '萿', '㨋', '搘', '墸', '𣗓', '蕏', '捂', '裷', '棬', '埢', '搑', '槆', '锘', '堵']"
葁,"['菨', '窦', '萋', '蒌', '羮', '妻', '羑', '妾', '姜', '羹', '篓', '菱', '荽', '萎', '葵', '蒦', '芰', '蓼', '荸', '荑']"
葂,"['蔲', '兢', '窛', '𦼜', '蒄', '趢', '蒬', '勊', '趚', '苑', '𦷬', '莚', '𦼟', '菦', '篵', '趀', '蔸', '箢', '茿', '埦']"
葃,"['葄', '𦰢', '𥭵', '𦰡', '莋', '旄', '寣', '毻', '蓈', '菛', '詐', '𦹱', '篚', '宱', '萞', '藣', '菏', '茚', '蓢', '荫']"
葄,"['葃', '𥭵', '莋', '𦰡', '𦰢', '旄', '蓈', '寣', '菔', '蔙', '蕥', '蓶', '毻', '硥', '嶉', '窕', '葹', '萠', '𦹱', '薤']"
葅,"['菹', '荫', '萌', '洧', '疽', '𣨭', '𥯋', '蓢', '萠', '𣨧', '淯', '𤵖', '菺', '殯', '菏', '瑄', '葙', '箔', '𧛊', '萷']"
葆,"['𦵠', '蓧', '檁', '𠏟', '蒣', '懍', '𣕘', '𢢲', '榇', '桗', '棕', '𢵭', '悚', '尞', '蔡', '梀', '㮠', '菒', '諒', '䃄']"
葇,"['荣', '苿', '蓁', '菉', '萘', '菜', '槖', '莱', '棻', '亲', '萗', '蒸', '枽', '茦', '菾', '茮', '茱', '茉', '荠', '葉']"
葈,"['菒', '葲', '棠', '枽', '箓', '藔', '蔉', '藳', '稁', '筞', '萒', '橐', '葊', '宲', '裳', '竂', '槖', '寀', '萦', '岽']"
葉,"['薬', '𡑢', '菓', '棄', '𠿚', '莱', '蓑', '蘖', '襄', '蘗', '蘾', '𢢲', '棻', '𩄓', '蕘', '𧗅', '𣜿', '蔡', '菒', '𧁸']"
葊,"['𦰠', '𥮈', '簝', '𦼔', '𥮎', '萕', '蓉', '莟', '箸', '䔲', '茖', '莕', '箬', '弮', '笿', '窖', '笲', '凳', '著', '簭']"
葋,"['萠', '葫', '荫', '蒟', '萌', '莭', '蔄', '蓢', '葡', '苟', '萷', '蔅', '朚', '茚', '菏', '蕑', '荕', '碻', '菛', '裿']"
葌,"['菨', '荽', '菚', '蓌', '蒆', '篓', '姭', '娤', '𡝔', '芰', '蒌', '荌', '荾', '妾', '葼', '芟', '蔢', '蔉', '嫯', '姟']"
葍,"['萅', '䔅', '啻', '茞', '蒚', '蕌', '葺', '藠', '萻', '菪', '蓇', '蕃', '瞢', '莦', '蓠', '蒈', '菩', '𦷾', '萺', '茸']"
葎,"['𧙻', '嵂', '箻', '𣑵', '𢴩', '俥', '檋', '倖', '樺', '隼', '捙', '𢜝', '渾', '𢚷', '偉', '禕', '傋', '蓒', '楎', '俸']"
葏,"['澕', '湋', '堻', '漙', '涬', '浲', '涍', '津', '潷', '浶', '漌', '蕼', '沣', '溝', '淎', '瀵', '溄', '嵂', '蓒', '洋']"
葐,"['盎', '盍', '蓋', '萾', '签', '𦰠', '藎', '茎', '盚', '荼', '盇', '藍', '壴', '盏', '盐', '薟', '蒀', '盞', '𫈅', '荃']"
葑,"['尌', '蒋', '封', '崶', '𡨸', '對', '擭', '薱', '荇', '萚', '垞', '𢱏', '蔚', '蔣', '𢯨', '𦾣', '捇', '𢯷', '𦵠', '荪']"
葒,"['𦀴', '茳', '絃', '蒓', '𦼟', '莁', '莚', '茫', '𦲵', '荭', '𦹴', '𥭎', '蒄', '葂', '萒', '繂', '弦', '甆', '馐', '荒']"
葓,"['篊', '蔆', '霟', '𦹻', '淁', '瀵', '𦲾', '莈', '萍', '湊', '淒', '渎', '滨', '滢', '𤄮', '菠', '潆', '瀐', '瀸', '𢠦']"
葔,"['葰', '蓤', '俴', '葠', '儫', '侯', '徯', '橠', '懩', '傒', '倿', '簶', '禐', '傸', '襐', '藵', '篌', '蘹', '檨', '褖']"
葕,"['衒', '袸', '衑', '𧘚', '術', '柠', '荇', '葤', '羜', '𧗱', '臶', '杼', '珩', '桁', '裄', '侟', '冇', '筕', '沀', '街']"
葖,"['葵', '突', '𥯝', '笶', '𥭍', '奕', '莢', '荬', '荛', '菉', '茺', '芙', '蒵', '荚', '蔉', '筴', '茇', '羐', '癸', '裘']"
著,"['菪', '箸', '蓍', '若', '莕', '萕', '者', '耈', '蕃', '耇', '薯', '䓊', '藷', '菁', '𦼔', '煮', '茖', '惹', '蕎', '翥']"
葘,"['菑', '簹', '葍', '萏', '萅', '蓞', '啻', '萓', '茞', '蔷', '蒈', '筈', '莦', '審', '甞', '藠', '嶜', '䔲', '𦹣', '蕃']"
葙,"['箱', '𦹶', '蓿', '槓', '碏', '𧛊', '莆', '萌', '蔝', '蓓', '𣟫', '莳', '𦹱', '蓢', '栢', '蕱', '棺', '葫', '橗', '菹']"
葚,"['萁', '菷', '𦷾', '蕞', '雚', '蔫', '壺', '茸', '箕', '壼', '𦲒', '蓴', '畫', '舊', '谨', '甚', '莖', '蕈', '薰', '憲']"
葛,"['菷', '葺', '舊', '萄', '菪', '蕞', '篦', '蓖', '𧅫', '蓇', '壴', '𡻗', '茣', '葚', '崑', '幕', '䔅', '壹', '薡', '蕡']"
葜,"['窫', '藀', '褺', '薣', '鼖', '熭', '蓌', '漐', '槷', '藙', '蕻', '龚', '摮', '椉', '殣', '萐', '撀', '摰', '韄', '蔲']"
葝,"['勎', '葧', '茢', '蘍', '荈', '菦', '薱', '簕', '𥨋', '菞', '勢', '椉', '蕲', '辫', '熃', '羦', '蔪', '謗', '嶈', '簃']"
葞,"['搑', '蓒', '蔸', '穁', '蒱', '簼', '蕺', '菏', '禕', '矠', '蓈', '墸', '墇', '莇', '萴', '誖', '渮', '禛', '鞴', '榵']"
葟,"['堂', '墓', '耊', '籉', '臺', '埊', '窐', '窒', '蓳', '篂', '荎', '薹', '峚', '峑', '莹', '室', '莖', '嵳', '菫', '茥']"
葠,"['䈜', '僖', '蕧', '擭', '蕞', '葔', '墳', '僒', '倦', '蘉', '㦉', '葰', '馐', '寝', '撌', '寑', '惇', '蓡', '𧞤', '慌']"
葡,"['莆', '蔺', '𦹣', '萷', '𦼠', '苚', '苟', '荀', '蓆', '菏', '蓢', '菵', '蔄', '谪', '葋', '蓿', '葫', '蕑', '蔛', '蔐']"
葢,"['盚', '篕', '盝', '瓂', '盉', '盎', '蓋', '菳', '盞', '蓥', '壒', '盋', '搕', '塧', '藎', '盡', '𡣨', '璶', '盏', '廅']"
董,"['菫', '𡀇', '蚩', '荲', '重', '童', '葚', '𨆟', '莖', '葷', '𤴡', '壼', '蓃', '堇', '蓳', '壺', '疐', '𦷯', '薑', '茥']"
葤,"['箹', '𥾒', '蒶', '葕', '薱', '篈', '苆', '峲', '衒', '䈫', '撡', '荇', '葥', '詂', '𦀴', '𦵠', '葂', '崶', '萴', '嶈']"
葥,"['萷', '萴', '藅', '莭', '茚', '碋', '蒟', '嵜', '蒒', '碏', '碚', '硈', '諦', '前', '荋', '蔄', '萜', '葡', '䒡', '蒄']"
葦,"['荦', '韋', '掌', '荤', '葶', '牽', '萃', '萆', '𦰤', '宰', '辜', '𦷾', '蓴', '莑', '莘', '蕈', '薯', '葷', '𦾥', '蔫']"
葧,"['劸', '劾', '𢐊', '㭳', '荔', '勀', '蔣', '薱', '势', '蓻', '該', '荪', '劼', '悖', '孰', '莂', '𢲟', '蓩', '坊', '窃']"
葨,"['嵔', '莮', '萸', '菮', '蔑', '莫', '萭', '莨', '蕞', '蕽', '荑', '蔉', '崀', '萰', '菄', '苠', '茛', '甍', '煑', '蕮']"
葩,"['萉', '𡀥', '蕳', '莳', '葫', '菛', '諾', '蓢', '皑', '萞', '𧃌', '諂', '𤽗', '苞', '𥇀', '𡋦', '蕑', '𢐝', '諧', '蔀']"
葪,"['蓹', '萷', '萴', '蓶', '揃', '莿', '莭', '葡', '磞', '蒯', '蕍', '蓈', '蔺', '襭', '葋', '篽', '莇', '蔛', '𡎜', '襽']"
葫,"['蓢', '苟', '蔀', '莳', '荫', '蕑', '蕳', '萌', '頢', '莆', '莭', '菏', '菛', '葋', '蔄', '諾', '諸', '萷', '蔛', '蕷']"
葬,"['葵', '蒺', '拲', '藜', '蓩', '芽', '菉', '蔣', '薐', '芛', '莾', '蕹', '蔡', '蔆', '蒘', '苸', '蓐', '𧀏', '蕟', '蕣']"
葭,"['虖', '度', '莨', '蓢', '裒', '惇', '喪', '蓖', '岝', '庋', '霞', '陔', '虔', '茛', '蓡', '馘', '寢', '蔭', '葫', '𠝕']"
葮,"['薣', '蒰', '臷', '蕺', '蓛', '菈', '𧂁', '蕻', '鼖', '蕟', '嶻', '藙', '傤', '𦳙', '菣', '蓤', '薎', '葼', '蓺', '菝']"
葯,"['苭', '荺', '菂', '荮', '莼', '药', '蒳', '荭', '蔾', '艿', '葒', '芶', '菊', '茆', '苑', '蒓', '蔇', '𦭪', '蕝', '莬']"
葰,"['葔', '裬', '蓤', '祾', '俴', '葠', '橠', '傸', '椄', '碐', '棱', '薐', '櫒', '稜', '藵', '禐', '襐', '倿', '檖', '俀']"
葱,"['𦾤', '莵', '蒭', '菟', '𦵚', '惑', '薳', '𧀨', '薺', '怱', '莬', '忽', '愿', '薆', '慝', '憽', '窻', '甆', '慼', '篾']"
葲,"['菒', '箓', '蔉', '葈', '藔', '慕', '枽', '莞', '蒝', '寮', '萰', '棠', '稁', '荩', '繤', '𥭼', '衰', '裳', '宗', '蒬']"
葳,"['歲', '歳', '葴', '藏', '崴', '蕆', '蒇', '蔵', '𤻻', '菠', '廒', '蒧', '庋', '嵗', '𡑵', '戚', '癀', '𡻕', '度', '𧁺']"
葴,"['蕆', '蒧', '藏', '葳', '蒇', '蔵', '歳', '菠', '𧁺', '庋', '𡻕', '歲', '嵅', '蘞', '菸', '𦰦', '𡑵', '廒', '宬', '菽']"
葵,"['蔉', '蔡', '菉', '蒺', '窦', '葖', '蕟', '蓘', '荛', '蒵', '莾', '索', '菱', '褎', '𦼔', '蔆', '篓', '裘', '葁', '葬']"
葶,"['荸', '掌', '萼', '葦', '菪', '蒡', '享', '薴', '䓊', '莺', '亭', '蔫', '拲', '荦', '莩', '害', '蓴', '薯', '萗', '牚']"
葷,"['蕇', '𦾥', '蕈', '韋', '荦', '葦', '薰', '𦷾', '辜', '蓴', '掌', '蓽', '菫', '萆', '葶', '𦰤', '車', '𦵷', '莘', '荤']"
葸,"['崽', '蒐', '萬', '蔥', '𦼇', '甍', '憲', '𧀦', '蒽', '蓠', '蒠', '𦷾', '蓎', '寅', '藼', '意', '薡', '蕞', '薏', '蓆']"
葹,"['蔇', '蔙', '崺', '兢', '施', '蕷', '蒄', '菸', '諾', '茪', '蔟', '蓢', '𥒃', '蔀', '蒓', '𢲣', '蕝', '𧀑', '蓆', '箷']"
葺,"['茸', '蓇', '䔅', '盲', '薡', '菷', '昔', '菖', '苦', '瞢', '苜', '旹', '𦷾', '蒿', '苢', '蕈', '菁', '肓', '萁', '嵩']"
葻,"['𡑵', '嵐', '庾', '葴', '蒧', '蔵', '蕆', '葳', '藏', '𤀘', '廣', '虱', '颪', '藘', '廙', '廚', '蕨', '巌', '瘋', '鄺']"
葼,"['蓌', '荾', '蔉', '蓫', '蕟', '蔢', '菚', '薆', '藵', '嵏', '藀', '蓤', '蓘', '蒵', '葵', '篓', '荩', '袰', '薳', '薣']"
葽,"['𦵘', '荑', '萋', '甍', '蔩', '菱', '芰', '婁', '葁', '萭', '蔑', '莫', '茣', '蔞', '𦴋', '荽', '蓑', '妻', '葨', '蔂']"
葾,"['荵', '憗', '惌', '憽', '愸', '憖', '愗', '藯', '蔲', '慦', '愂', '莣', '繱', '慭', '惄', '窛', '慈', '蕜', '愻', '愨']"
葿,"['荀', '菺', '蓿', '𢉩', '茩', '篃', '苟', '蓆', '蓢', '蕳', '莆', '蓇', '肴', '𧛊', '莦', '蕦', '苞', '菁', '厝', '湆']"
蒀,"['苴', '罝', '菖', '畐', '𠱄', '𡸈', '苗', '苫', '畱', '宜', '昷', '茁', '𦬹', '芒', '葺', '苢', '亶', '冒', '盲', '壼']"
